time,availPrbDl,availPrbUl,measPeriodPdcpBytes,measPeriodPrb,measTimeStampRf,nrCellIdentity,pdcpBytesDl,pdcpBytesUl,step,throughput,x,y
2024-07-29T13:18:14.582798Z,67,21,53,574,2024-07-29 13:18:14.575363,1,328.42224371062537,328.42224371062537,0,328.42224371062537,250,300
2024-07-29T13:18:15.026279Z,76,65,47,37,2024-07-29 13:18:14.575397,2,25.252763609948854,25.252763609948854,0,25.252763609948854,500,125
2024-07-29T13:18:15.455134Z,46,89,30,568,2024-07-29 13:18:14.575404,3,328.729701180307,328.729701180307,0,328.729701180307,750,300
2024-07-29T13:18:15.876947Z,47,2,24,507,2024-07-29 13:18:14.575410,4,303.60097651996296,303.60097651996296,0,303.60097651996296,750,700
2024-07-29T13:18:16.299319Z,6,80,78,122,2024-07-29 13:18:14.575416,5,76.15039723462355,76.15039723462355,0,76.15039723462355,500,875
2024-07-29T13:18:16.719578Z,5,15,17,358,2024-07-29 13:18:14.575422,6,201.908839935407,201.908839935407,0,201.908839935407,250,700
2024-07-29T13:18:55.177539Z,6,22,60,574,2024-07-29 13:18:55.173554,1,328.42224371062537,328.42224371062537,1,328.42224371062537,250,300
2024-07-29T13:18:55.606695Z,87,83,76,37,2024-07-29 13:18:55.173587,2,25.252763609948854,25.252763609948854,1,25.252763609948854,500,125
2024-07-29T13:18:56.033155Z,48,25,97,568,2024-07-29 13:18:55.173595,3,328.729701180307,328.729701180307,1,328.729701180307,750,300
2024-07-29T13:18:56.461183Z,77,6,47,507,2024-07-29 13:18:55.173603,4,303.60097651996296,303.60097651996296,1,303.60097651996296,750,700
2024-07-29T13:18:56.880920Z,100,97,54,122,2024-07-29 13:18:55.173610,5,76.15039723462355,76.15039723462355,1,76.15039723462355,500,875
2024-07-29T13:18:57.327037Z,65,89,40,358,2024-07-29 13:18:55.173616,6,201.908839935407,201.908839935407,1,201.908839935407,250,700
2024-07-29T13:19:35.272386Z,44,68,18,574,2024-07-29 13:19:35.267328,1,328.42224371062537,328.42224371062537,2,328.42224371062537,250,300
2024-07-29T13:19:35.702621Z,76,17,47,37,2024-07-29 13:19:35.267360,2,25.252763609948854,25.252763609948854,2,25.252763609948854,500,125
2024-07-29T13:19:36.137716Z,63,71,84,568,2024-07-29 13:19:35.267368,3,328.729701180307,328.729701180307,2,328.729701180307,750,300
2024-07-29T13:19:36.578685Z,17,24,67,507,2024-07-29 13:19:35.267374,4,303.60097651996296,303.60097651996296,2,303.60097651996296,750,700
2024-07-29T13:19:37.003656Z,11,88,72,122,2024-07-29 13:19:35.267380,5,76.15039723462355,76.15039723462355,2,76.15039723462355,500,875
2024-07-29T13:19:37.446682Z,65,71,57,358,2024-07-29 13:19:35.267386,6,201.908839935407,201.908839935407,2,201.908839935407,250,700
2024-07-29T13:20:15.463691Z,28,13,34,574,2024-07-29 13:20:15.458719,1,328.42224371062537,328.42224371062537,3,328.42224371062537,250,300
2024-07-29T13:20:15.904058Z,53,95,88,37,2024-07-29 13:20:15.458752,2,25.252763609948854,25.252763609948854,3,25.252763609948854,500,125
2024-07-29T13:20:16.324558Z,35,51,4,568,2024-07-29 13:20:15.458760,3,328.729701180307,328.729701180307,3,328.729701180307,750,300
2024-07-29T13:20:16.749551Z,86,84,100,507,2024-07-29 13:20:15.458765,4,303.60097651996296,303.60097651996296,3,303.60097651996296,750,700
2024-07-29T13:20:17.175628Z,19,66,87,122,2024-07-29 13:20:15.458773,5,76.15039723462355,76.15039723462355,3,76.15039723462355,500,875
2024-07-29T13:20:17.596240Z,54,28,79,358,2024-07-29 13:20:15.458781,6,201.908839935407,201.908839935407,3,201.908839935407,250,700
2024-07-29T13:20:55.448677Z,15,74,56,574,2024-07-29 13:20:55.444574,1,328.42224371062537,328.42224371062537,4,328.42224371062537,250,300
2024-07-29T13:20:55.868417Z,53,77,54,37,2024-07-29 13:20:55.444604,2,25.252763609948854,25.252763609948854,4,25.252763609948854,500,125
2024-07-29T13:20:56.288425Z,71,18,67,568,2024-07-29 13:20:55.444613,3,328.729701180307,328.729701180307,4,328.729701180307,750,300
2024-07-29T13:20:56.712248Z,57,58,54,507,2024-07-29 13:20:55.444619,4,303.60097651996296,303.60097651996296,4,303.60097651996296,750,700
2024-07-29T13:20:57.135593Z,4,98,79,122,2024-07-29 13:20:55.444626,5,76.15039723462355,76.15039723462355,4,76.15039723462355,500,875
2024-07-29T13:20:57.554869Z,22,98,26,358,2024-07-29 13:20:55.444633,6,201.908839935407,201.908839935407,4,201.908839935407,250,700
2024-07-29T13:21:35.355438Z,65,28,63,574,2024-07-29 13:21:35.351081,1,328.42224371062537,328.42224371062537,5,328.42224371062537,250,300
2024-07-29T13:21:35.780488Z,54,79,52,37,2024-07-29 13:21:35.351116,2,25.252763609948854,25.252763609948854,5,25.252763609948854,500,125
2024-07-29T13:21:36.208843Z,70,57,94,568,2024-07-29 13:21:35.351124,3,328.729701180307,328.729701180307,5,328.729701180307,750,300
2024-07-29T13:21:36.629557Z,98,70,13,507,2024-07-29 13:21:35.351132,4,303.60097651996296,303.60097651996296,5,303.60097651996296,750,700
2024-07-29T13:21:37.055242Z,100,43,73,122,2024-07-29 13:21:35.351139,5,76.15039723462355,76.15039723462355,5,76.15039723462355,500,875
2024-07-29T13:21:37.477802Z,70,39,57,358,2024-07-29 13:21:35.351146,6,201.908839935407,201.908839935407,5,201.908839935407,250,700
2024-07-29T13:22:15.149502Z,77,36,85,574,2024-07-29 13:22:15.145551,1,328.42224371062537,328.42224371062537,6,328.42224371062537,250,300
2024-07-29T13:22:15.569720Z,10,40,71,37,2024-07-29 13:22:15.145584,2,25.252763609948854,25.252763609948854,6,25.252763609948854,500,125
2024-07-29T13:22:15.990043Z,65,100,49,568,2024-07-29 13:22:15.145592,3,328.729701180307,328.729701180307,6,328.729701180307,750,300
