time,DRB.UEThpDl,RF.serving.RSRP,RF.serving.RSRQ,RF.serving.RSSINR,RRU.PrbUsedDl,Viavi.UE.anomalies,measTimeStampRf,nbCellIdentity_0,nbCellIdentity_1,nbCellIdentity_2,nbCellIdentity_3,nrCellIdentity,rsrp_nb0,rsrp_nb1,rsrp_nb2,rsrp_nb3,rsrp_nb4,rsrq_nb0,rsrq_nb1,rsrq_nb2,rsrq_nb3,rsrq_nb4,rssinr_nb0,rssinr_nb1,rssinr_nb2,rssinr_nb3,rssinr_nb4,step,targetTput,ue-id,x,y
2024-06-30T11:16:56.061951Z,25.08528174215936,-65.72615553037016,-40.0,2203383084.6994658,6.701243372234079,0,2024-06-30 11:16:56.047091,2,,,,3,-74.45194936956754,56.23628548127988,48.559569567612606,96.38861297688811,1.4613445804558953,-40.0,-40.0,-40.0,-40.0,-40.0,295468118.82254356,21.73888453437523,2.7489019138397843,34.83866322848243,89.07396619062469,0,38.999425292547535,UE0,837.4173390401997,109.08194087338032
2024-06-30T11:16:56.860928Z,25.519735863281618,-66.09281797795649,-40.0,2024994119.0640929,34.705342216094095,1,2024-06-30 11:16:56.047208,5,,,,6,-68.2472384012864,22.31464102917005,42.549909999715794,91.00241454931526,10.534575492463151,-40.0,-40.0,-40.0,-40.0,-40.0,1233052942.6130273,49.472845601613905,7.602530298063209,15.079122489942892,87.49152065236802,0,98.54084703730322,UE1,279.15022639904794,913.1856229094373
2024-06-30T11:16:57.616666Z,25.431948156095558,-72.52038611912457,-40.0,460963939.1176059,93.43268743258596,1,2024-06-30 11:16:56.047296,,,,,4,75.21461822759736,78.98601726811533,13.186830657359227,6.507177696277249,18.75756423314795,-40.0,-40.0,-40.0,-40.0,-40.0,83.90318060617349,7.654110614250863,3.657552407066953,10.993996745174137,94.2362191930661,0,11.764149646285357,UE2,956.949426751579,948.3233298812364
2024-06-30T11:16:58.371720Z,25.475091415574184,-62.63898048694014,-40.0,4485465445.702679,62.678813980357226,1,2024-06-30 11:16:56.047379,2,,,,3,-72.60103765209871,22.750104156248774,15.195974137416876,23.05904706397315,83.10752272297294,-40.0,-40.0,-40.0,-40.0,-40.0,452482512.0588958,61.892717263625684,23.62565543177824,65.85405328954913,66.71069199901359,0,53.23235424250877,UE3,798.7818824210422,136.32329385414872
2024-06-30T11:16:59.128915Z,25.053447341730546,-66.2096141912819,-40.0,1971261068.8386788,14.761640331582141,0,2024-06-30 11:16:56.047465,2,,,,1,-73.85180302600756,19.61102059648168,55.498670388725465,53.00188524519824,97.5304613824034,-40.0,-40.0,-40.0,-40.0,-40.0,339254222.2689978,68.4614007861397,89.7110917552473,64.51269259318927,33.12931262630285,0,53.495484464038896,UE4,176.24057961409338,100.30723686284414
2024-06-30T11:16:59.867007Z,25.307778724401125,-67.33706577658336,-40.0,1520543981.0107358,56.3550790240508,1,2024-06-30 11:16:56.047550,2,,,,3,-68.09184895346617,75.88625230560945,80.5293842814639,61.82057158264695,47.768378858778846,-40.0,-40.0,-40.0,-40.0,-40.0,1277970028.6556594,38.5145344639098,57.583312643546265,55.88599359421255,13.750977270150669,0,35.979002245330015,UE5,714.6312201089614,68.97227949170339
2024-06-30T11:17:00.627087Z,25.222276175889583,-65.71794845396506,-40.0,2207550862.861601,90.51709259340441,1,2024-06-30 11:16:56.047635,,,,,1,70.25077382312121,23.91186186985723,11.350817526336648,6.658146189223336,22.06298486501523,-40.0,-40.0,-40.0,-40.0,-40.0,59.452982189048555,88.49307976878364,37.76408032192108,73.47930085822901,21.245079367760393,0,6.82437917005445,UE6,78.08374033713935,186.4712154583882
2024-06-30T11:17:01.356909Z,25.21529212300934,-67.4420337878785,-40.0,1484233348.4469082,75.29135047759985,1,2024-06-30 11:16:56.047711,,,,,3,34.591252947487575,19.931286560281603,45.394166614175205,54.168367005921354,68.92761958103253,-40.0,-40.0,-40.0,-40.0,-40.0,94.47142141489591,35.356244438391705,62.557293929240466,64.70098944704617,15.77687458746683,0,34.13856542341648,UE7,982.9899380809986,266.7305245805033
2024-06-30T11:17:02.084970Z,25.28462633819668,-62.77414370537535,-40.0,4348016600.627252,35.44653706661215,0,2024-06-30 11:16:56.047786,4,,,,5,-65.1101134482754,87.73712271929787,50.52722221336888,81.84480554027783,42.62407193986251,-40.0,-40.0,-40.0,-40.0,-40.0,2539184271.4428906,48.12271450823398,85.6500204568632,87.351103396549,95.12523425888423,0,54.170446549118154,UE8,655.334866835489,873.712195361048
2024-06-30T11:17:02.816919Z,25.361727291293487,-60.22529106636301,-40.0,7819454509.658752,65.60680620340183,0,2024-06-30 11:16:56.047868,1,,,,6,-69.83926546982633,95.72059497459789,83.14264058982542,63.54987042581801,11.320311170753369,-40.0,-40.0,-40.0,-40.0,-40.0,854631738.3089505,12.006518084633225,58.10677884873586,81.14893627406009,51.58871829066123,0,11.957526781239665,UE9,304.0759824986971,565.3742472838916
2024-06-30T11:17:03.551537Z,25.301112124912464,-53.967798852965956,-40.0,33031300942.979534,17.10589339082227,0,2024-06-30 11:16:56.047949,2,,,,1,-70.90633905814886,42.28605423235694,23.822940916935135,44.684409060994405,38.60463986545628,-40.0,-40.0,-40.0,-40.0,-40.0,668454202.9160206,14.362109691698727,11.094649231757964,79.80652501792754,61.01427372086787,0,95.78962715947245,UE10,245.89326491475572,208.03692540413584
