time,availPrbDl,availPrbUl,measPeriodPdcpBytes,measPeriodPrb,measTimeStampRf,nrCellIdentity,pdcpBytesDl,pdcpBytesUl,step,throughput,x,y
2024-06-22T13:21:11.610347Z,39,35,30,477,2024-06-22 13:21:11.604073,1,288.5348076957104,288.5348076957104,0,288.5348076957104,250,300
2024-06-22T13:21:12.045878Z,66,13,35,305,2024-06-22 13:21:11.604108,2,177.2175175750227,177.2175175750227,0,177.2175175750227,500,125
2024-06-22T13:21:12.468977Z,87,86,20,613,2024-06-22 13:21:11.604118,3,354.1142991102376,354.1142991102376,0,354.1142991102376,750,300
2024-06-22T13:21:12.889303Z,28,42,77,350,2024-06-22 13:21:11.604127,4,202.75853153855763,202.75853153855763,0,202.75853153855763,750,700
2024-06-22T13:21:13.312114Z,75,51,27,89,2024-06-22 13:21:11.604137,5,50.74299634461735,50.74299634461735,0,50.74299634461735,500,875
2024-06-22T13:21:13.752321Z,5,31,18,374,2024-06-22 13:21:11.604146,6,202.59980893961327,202.59980893961327,0,202.59980893961327,250,700
2024-06-22T13:21:51.866286Z,7,8,100,477,2024-06-22 13:21:51.862175,1,298.5348076957104,298.5348076957104,1,298.5348076957104,250,300
2024-06-22T13:21:52.287138Z,9,68,38,305,2024-06-22 13:21:51.862205,2,177.2175175750227,177.2175175750227,1,177.2175175750227,500,125
2024-06-22T13:21:52.711649Z,33,16,8,613,2024-06-22 13:21:51.862213,3,354.1142991102376,354.1142991102376,1,354.1142991102376,750,300
2024-06-22T13:21:53.133786Z,87,26,19,350,2024-06-22 13:21:51.862220,4,202.75853153855763,202.75853153855763,1,202.75853153855763,750,700
2024-06-22T13:21:53.553333Z,85,45,6,89,2024-06-22 13:21:51.862227,5,50.74299634461735,50.74299634461735,1,50.74299634461735,500,875
2024-06-22T13:21:53.976693Z,26,91,10,374,2024-06-22 13:21:51.862233,6,202.59980893961327,202.59980893961327,1,202.59980893961327,250,700
2024-06-22T13:22:31.856306Z,14,85,87,477,2024-06-22 13:22:31.851855,1,308.5348076957104,308.5348076957104,2,308.5348076957104,250,300
2024-06-22T13:22:32.279499Z,62,84,55,305,2024-06-22 13:22:31.851894,2,177.2175175750227,177.2175175750227,2,177.2175175750227,500,125
2024-06-22T13:22:32.702298Z,59,73,17,613,2024-06-22 13:22:31.851910,3,354.1142991102376,354.1142991102376,2,354.1142991102376,750,300
2024-06-22T13:22:33.123980Z,6,76,17,350,2024-06-22 13:22:31.851920,4,202.75853153855763,202.75853153855763,2,202.75853153855763,750,700
2024-06-22T13:22:33.549894Z,41,9,99,89,2024-06-22 13:22:31.851927,5,50.74299634461735,50.74299634461735,2,50.74299634461735,500,875
2024-06-22T13:22:33.974549Z,79,86,97,374,2024-06-22 13:22:31.851934,6,202.59980893961327,202.59980893961327,2,202.59980893961327,250,700
2024-06-22T13:23:12.048261Z,67,82,53,477,2024-06-22 13:23:12.044227,1,318.5348076957104,318.5348076957104,3,318.5348076957104,250,300
2024-06-22T13:23:12.473475Z,87,22,21,305,2024-06-22 13:23:12.044252,2,177.2175175750227,177.2175175750227,3,177.2175175750227,500,125
2024-06-22T13:23:12.893902Z,13,48,41,613,2024-06-22 13:23:12.044260,3,354.1142991102376,354.1142991102376,3,354.1142991102376,750,300
2024-06-22T13:23:13.318668Z,56,36,83,350,2024-06-22 13:23:12.044267,4,202.75853153855763,202.75853153855763,3,202.75853153855763,750,700
2024-06-22T13:23:13.742123Z,89,89,8,89,2024-06-22 13:23:12.044274,5,50.74299634461735,50.74299634461735,3,50.74299634461735,500,875
