time,availPrbDl,availPrbUl,measPeriodPdcpBytes,measPeriodPrb,measTimeStampRf,nrCellIdentity,pdcpBytesDl,pdcpBytesUl,step,throughput,x,y
2024-07-29T08:26:56.362682Z,92,24,91,506,2024-07-29 08:26:56.357126,1,303.1161818148456,303.1161818148456,0,303.1161818148456,250,300
2024-07-29T08:26:56.790156Z,52,27,48,132,2024-07-29 08:26:56.357165,2,75.9108937050821,75.9108937050821,0,75.9108937050821,500,125
2024-07-29T08:26:57.210528Z,90,89,65,443,2024-07-29 08:26:56.357177,3,251.2753193846338,251.2753193846338,0,251.2753193846338,750,300
2024-07-29T08:26:57.643218Z,48,37,31,431,2024-07-29 08:26:56.357185,4,253.38128210470083,253.38128210470083,0,253.38128210470083,750,700
2024-07-29T08:26:58.081506Z,14,90,65,38,2024-07-29 08:26:56.357194,5,25.60703814392623,25.60703814392623,0,25.60703814392623,500,875
2024-07-29T08:26:58.499800Z,90,41,100,631,2024-07-29 08:26:56.357202,6,353.59872572659606,353.59872572659606,0,353.59872572659606,250,700
2024-07-29T08:27:36.100807Z,4,33,93,506,2024-07-29 08:27:36.096632,1,303.1161818148456,303.1161818148456,1,303.1161818148456,250,300
2024-07-29T08:27:36.521250Z,80,98,46,132,2024-07-29 08:27:36.096664,2,75.9108937050821,75.9108937050821,1,75.9108937050821,500,125
2024-07-29T08:27:36.943660Z,11,80,54,443,2024-07-29 08:27:36.096672,3,251.2753193846338,251.2753193846338,1,251.2753193846338,750,300
2024-07-29T08:27:37.362715Z,36,100,80,431,2024-07-29 08:27:36.096679,4,253.38128210470083,253.38128210470083,1,253.38128210470083,750,700
2024-07-29T08:27:37.783109Z,42,2,72,38,2024-07-29 08:27:36.096686,5,25.60703814392623,25.60703814392623,1,25.60703814392623,500,875
2024-07-29T08:27:38.203394Z,62,29,19,631,2024-07-29 08:27:36.096692,6,353.59872572659606,353.59872572659606,1,353.59872572659606,250,700
2024-07-29T08:28:15.783322Z,1,42,98,506,2024-07-29 08:28:15.778932,1,303.1161818148456,303.1161818148456,2,303.1161818148456,250,300
2024-07-29T08:28:16.204571Z,20,71,52,132,2024-07-29 08:28:15.778965,2,75.9108937050821,75.9108937050821,2,75.9108937050821,500,125
2024-07-29T08:28:16.627754Z,12,81,34,443,2024-07-29 08:28:15.778973,3,251.2753193846338,251.2753193846338,2,251.2753193846338,750,300
2024-07-29T08:28:17.057242Z,93,16,41,431,2024-07-29 08:28:15.778979,4,253.38128210470083,253.38128210470083,2,253.38128210470083,750,700
2024-07-29T08:28:17.477557Z,13,72,90,38,2024-07-29 08:28:15.778986,5,25.60703814392623,25.60703814392623,2,25.60703814392623,500,875
