time,DRB.UEThpDl,RF.serving.RSRP,RF.serving.RSRQ,RF.serving.RSSINR,RRU.PrbUsedDl,Viavi.UE.anomalies,measTimeStampRf,nbCellIdentity_0,nbCellIdentity_1,nbCellIdentity_2,nbCellIdentity_3,nrCellIdentity,rsrp_nb0,rsrp_nb1,rsrp_nb2,rsrp_nb3,rsrp_nb4,rsrq_nb0,rsrq_nb1,rsrq_nb2,rsrq_nb3,rsrq_nb4,rssinr_nb0,rssinr_nb1,rssinr_nb2,rssinr_nb3,rssinr_nb4,step,targetTput,ue-id,x,y
2024-07-29T11:17:22.353921Z,25.061117088494626,-64.27720324610182,-40.0,3075992268.0650754,61.62972775551389,0,2024-07-29 11:17:22.337301,3,,,,2,-70.24949569938805,64.02062720630757,66.51298481563418,53.41389813710134,38.34720279302514,-40.0,-40.0,-40.0,-40.0,-40.0,777599538.4552177,88.74285613808146,31.69104439034467,21.12299185421328,36.38004718226265,0,80.79403456566166,UE0,647.0422728246612,35.94103106126393
2024-07-29T11:17:23.211750Z,25.3530354293142,-47.9032840528165,-40.0,133468001883.10506,34.83784240212039,1,2024-07-29 11:17:22.337433,1,3,,,2,-69.89304046501326,-70.37410585100388,13.693312088672142,70.45971786103611,19.09225090280753,-40.0,-40.0,-40.0,-40.0,-40.0,844114805.2260916,755605271.2454416,4.953018494222294,50.98280306475797,71.08802363686077,0,60.01310804858713,UE1,492.2105292771352,176.6907438380507
2024-07-29T11:17:23.954669Z,25.224499673812275,-51.45340020740642,-40.0,58933949054.987175,14.510104136927472,1,2024-07-29 11:17:22.337501,2,,,,1,-69.514032231434,3.4242402125195524,52.24051247254383,43.22070254935605,33.13704286434608,-40.0,-40.0,-40.0,-40.0,-40.0,921090580.3054856,70.4001400470457,46.504486801862704,82.1395513534834,35.68277626878994,0,9.885890377190783,UE2,326.4872222974272,296.246843681979
2024-07-29T11:17:24.687812Z,25.025509273828682,-66.3917881401739,-40.0,1890282658.2352946,2.1088226356571615,1,2024-07-29 11:17:22.337556,,,,,1,75.4789687320031,34.520734442847214,1.8871562668137365,96.90026379838642,66.73383358027522,-40.0,-40.0,-40.0,-40.0,-40.0,56.347906667452214,2.252062746878066,17.934254629184142,22.44238210741148,99.96006298672874,0,97.22420888457896,UE3,57.29275483209285,203.5940090138563
2024-07-29T11:17:25.428977Z,25.26165560081752,-63.18357229454031,-40.0,3956838590.2750525,27.029454765877666,0,2024-07-29 11:17:22.337602,3,,,,2,-67.48055516838448,74.10211072168315,32.09143589554858,53.928885814407884,10.535204459461047,-40.0,-40.0,-40.0,-40.0,-40.0,1471126596.7679162,96.17710773735745,42.25698794632448,65.20846522036838,80.85919409092311,0,59.92990408635282,UE4,654.4175920745236,84.2708173526484
2024-07-29T11:17:26.163649Z,25.364872185225444,-64.51878716949697,-40.0,2909556848.7551947,60.41241123944245,1,2024-07-29 11:17:22.337680,2,,,,3,-74.62250759596029,90.50742906034382,55.91712533446046,54.47852130234902,71.7241433440723,-40.0,-40.0,-40.0,-40.0,-40.0,284089252.78046685,37.21814844556669,13.645385436086142,54.35240630578104,66.20387125682035,0,62.407736705674516,UE5,841.5806329686742,129.28543856661054
2024-07-29T11:17:26.912144Z,25.191326595374885,-54.19841284639209,-40.0,31323067000.267094,26.87209121773502,0,2024-07-29 11:17:22.337733,2,,,,3,-67.34004070625114,93.16046255387668,22.671040471471372,85.49109684601264,85.86187609390257,-40.0,-40.0,-40.0,-40.0,-40.0,1519502760.6790814,2.7000678290364815,43.56574264816037,54.6739274427055,35.789363889762015,0,26.504704445511653,UE6,680.0152497245235,235.06892154923898
2024-07-29T11:17:27.667857Z,25.39520157465023,-55.98736535249705,-40.0,20747655528.656013,44.465077397117085,0,2024-07-29 11:17:22.337784,,,,,4,77.71993003211351,3.8531932951683627,89.15460796349969,45.82377523554711,18.151644704867785,-40.0,-40.0,-40.0,-40.0,-40.0,51.25957576661656,72.7060919062302,36.90970604628865,51.12695604864186,97.19943746907057,0,5.407166460332621,UE7,855.9928993362304,692.6313192922184
2024-07-29T11:17:28.418183Z,25.572167720788272,-61.89590783840481,-40.0,5322489094.206711,72.30479184289366,1,2024-07-29 11:17:22.337830,6,,,,1,-68.70595119510476,60.96626720773288,6.270910916329901,82.21945185303956,60.45427139843606,-40.0,-40.0,-40.0,-40.0,-40.0,1109456923.1857488,67.85261170725762,56.00578530573181,42.93327549458927,6.226878838970731,0,90.53524125933544,UE8,304.3019148043137,449.90791015267706
2024-07-29T11:17:29.179934Z,25.092057808221075,-69.92199103815472,-40.0,838506551.5754105,49.5163859305894,0,2024-07-29 11:17:22.337882,2,,,,1,-70.5178054370146,15.551297815767407,7.252187417022037,59.93895342394683,49.17515878899047,-40.0,-40.0,-40.0,-40.0,-40.0,731012865.4423648,20.052824230637373,38.906908829969396,14.060226562087932,66.68154605648411,0,67.8546568154087,UE9,258.2588692515574,27.81216520436859
