time,availPrbDl,availPrbUl,measPeriodPdcpBytes,measPeriodPrb,measTimeStampRf,nrCellIdentity,pdcpBytesDl,pdcpBytesUl,step,throughput,x,y
2024-06-05T13:01:49.349261Z,17,88,28,396,2024-06-05 13:01:49.344027,1,227.42028237183473,227.42028237183473,0,227.42028237183473,250,300
2024-06-05T13:01:49.779369Z,52,15,60,249,2024-06-05 13:01:49.344058,2,151.3274817587822,151.3274817587822,0,151.3274817587822,500,125
2024-06-05T13:01:50.199312Z,51,92,97,387,2024-06-05 13:01:49.344065,3,227.48973370212724,227.48973370212724,0,227.48973370212724,750,300
2024-06-05T13:01:50.618880Z,11,100,2,493,2024-06-05 13:01:49.344071,4,277.95578188858155,277.95578188858155,0,277.95578188858155,750,700
2024-06-05T13:01:51.038889Z,91,79,35,207,2024-06-05 13:01:49.344076,5,126.41927807782791,126.41927807782791,0,126.41927807782791,500,875
2024-06-05T13:01:51.457762Z,56,20,48,451,2024-06-05 13:01:49.344082,6,251.88809821666652,251.88809821666652,0,251.88809821666652,250,700
2024-06-05T13:02:29.320191Z,79,98,72,396,2024-06-05 13:02:29.316184,1,227.42028237183473,227.42028237183473,1,227.42028237183473,250,300
2024-06-05T13:02:29.740312Z,20,73,80,249,2024-06-05 13:02:29.316213,2,151.3274817587822,151.3274817587822,1,151.3274817587822,500,125
2024-06-05T13:02:30.164582Z,86,45,71,387,2024-06-05 13:02:29.316221,3,227.48973370212724,227.48973370212724,1,227.48973370212724,750,300
2024-06-05T13:02:30.591964Z,84,5,63,493,2024-06-05 13:02:29.316228,4,277.95578188858155,277.95578188858155,1,277.95578188858155,750,700
2024-06-05T13:02:31.011784Z,23,74,38,207,2024-06-05 13:02:29.316234,5,126.41927807782791,126.41927807782791,1,126.41927807782791,500,875
2024-06-05T13:02:31.431998Z,32,12,82,451,2024-06-05 13:02:29.316241,6,251.88809821666652,251.88809821666652,1,251.88809821666652,250,700
2024-06-05T13:03:09.344190Z,14,3,43,396,2024-06-05 13:03:09.337441,1,227.42028237183473,227.42028237183473,2,227.42028237183473,250,300
2024-06-05T13:03:09.776626Z,97,42,39,249,2024-06-05 13:03:09.337473,2,151.3274817587822,151.3274817587822,2,151.3274817587822,500,125
2024-06-05T13:03:10.207520Z,60,79,80,387,2024-06-05 13:03:09.337482,3,227.48973370212724,227.48973370212724,2,227.48973370212724,750,300
2024-06-05T13:03:10.629870Z,45,53,100,493,2024-06-05 13:03:09.337489,4,277.95578188858155,277.95578188858155,2,277.95578188858155,750,700
