time,availPrbDl,availPrbUl,measPeriodPdcpBytes,measPeriodPrb,measTimeStampRf,nrCellIdentity,pdcpBytesDl,pdcpBytesUl,step,throughput,x,y
2024-06-30T11:17:33.013606Z,34,73,100,360,2024-06-30 11:17:33.007688,1,202.38285817967528,202.38285817967528,0,202.38285817967528,250,300
2024-06-30T11:17:33.442984Z,36,29,81,246,2024-06-30 11:17:33.007721,2,151.05969279409845,151.05969279409845,0,151.05969279409845,500,125
2024-06-30T11:17:33.862632Z,93,99,72,643,2024-06-30 11:17:33.007882,3,363.40784198906846,363.40784198906846,0,363.40784198906846,750,300
2024-06-30T11:17:34.285951Z,26,97,70,223,2024-06-30 11:17:33.007893,4,127.2743035816713,127.2743035816713,0,127.2743035816713,750,700
2024-06-30T11:17:34.706804Z,25,16,2,285,2024-06-30 11:17:33.007900,5,176.71508657470264,176.71508657470264,0,176.71508657470264,500,875
2024-06-30T11:17:35.127588Z,4,94,79,452,2024-06-30 11:17:33.007906,6,252.547913928482,252.547913928482,0,252.547913928482,250,700
2024-06-30T11:18:13.203121Z,85,81,24,360,2024-06-30 11:18:13.198347,1,202.38285817967528,202.38285817967528,1,202.38285817967528,250,300
2024-06-30T11:18:13.630464Z,88,18,86,246,2024-06-30 11:18:13.198379,2,151.05969279409845,151.05969279409845,1,151.05969279409845,500,125
2024-06-30T11:18:14.052159Z,41,21,2,643,2024-06-30 11:18:13.198532,3,373.40784198906846,373.40784198906846,1,373.40784198906846,750,300
2024-06-30T11:18:14.475278Z,36,82,79,223,2024-06-30 11:18:13.198542,4,127.2743035816713,127.2743035816713,1,127.2743035816713,750,700
2024-06-30T11:18:14.900460Z,32,51,76,285,2024-06-30 11:18:13.198551,5,176.71508657470264,176.71508657470264,1,176.71508657470264,500,875
2024-06-30T11:18:15.329402Z,88,74,81,452,2024-06-30 11:18:13.198558,6,252.547913928482,252.547913928482,1,252.547913928482,250,700
2024-06-30T11:18:53.519010Z,89,75,43,360,2024-06-30 11:18:53.513007,1,202.38285817967528,202.38285817967528,2,202.38285817967528,250,300
2024-06-30T11:18:53.938653Z,60,24,15,246,2024-06-30 11:18:53.513040,2,151.05969279409845,151.05969279409845,2,151.05969279409845,500,125
2024-06-30T11:18:54.362161Z,22,89,53,643,2024-06-30 11:18:53.513321,3,383.40784198906846,383.40784198906846,2,383.40784198906846,750,300
2024-06-30T11:18:54.832518Z,47,7,66,223,2024-06-30 11:18:53.513354,4,127.2743035816713,127.2743035816713,2,127.2743035816713,750,700
2024-06-30T11:18:55.254456Z,20,26,92,285,2024-06-30 11:18:53.513366,5,176.71508657470264,176.71508657470264,2,176.71508657470264,500,875
