time,availPrbDl,availPrbUl,measPeriodPdcpBytes,measPeriodPrb,measTimeStampRf,nrCellIdentity,pdcpBytesDl,pdcpBytesUl,step,throughput,x,y
2024-06-23T18:07:46.065891Z,64,91,60,360,2024-06-23 18:07:46.059698,1,201.99206687567545,201.99206687567545,0,201.99206687567545,250,300
2024-06-23T18:07:46.575557Z,55,86,38,300,2024-06-23 18:07:46.059738,2,177.4170671592952,177.4170671592952,0,177.4170671592952,500,125
2024-06-23T18:07:47.027047Z,36,30,79,276,2024-06-23 18:07:46.059745,3,151.7524225388903,151.7524225388903,0,151.7524225388903,750,300
2024-06-23T18:07:47.459633Z,58,99,23,563,2024-06-23 18:07:46.059751,4,329.6687590120163,329.6687590120163,0,329.6687590120163,750,700
2024-06-23T18:07:47.897207Z,69,40,2,250,2024-06-23 18:07:46.059757,5,151.30050217637492,151.30050217637492,0,151.30050217637492,500,875
2024-06-23T18:07:48.347592Z,74,61,60,448,2024-06-23 18:07:46.059763,6,252.34937166617266,252.34937166617266,0,252.34937166617266,250,700
2024-06-23T18:08:26.172066Z,24,1,26,360,2024-06-23 18:08:26.167723,1,201.99206687567545,201.99206687567545,1,201.99206687567545,250,300
2024-06-23T18:08:26.597292Z,20,46,26,300,2024-06-23 18:08:26.167752,2,177.4170671592952,177.4170671592952,1,177.4170671592952,500,125
2024-06-23T18:08:27.016914Z,32,70,76,276,2024-06-23 18:08:26.167759,3,151.7524225388903,151.7524225388903,1,151.7524225388903,750,300
2024-06-23T18:08:27.439005Z,39,97,8,563,2024-06-23 18:08:26.167765,4,329.6687590120163,329.6687590120163,1,329.6687590120163,750,700
2024-06-23T18:08:27.859125Z,64,84,53,250,2024-06-23 18:08:26.167771,5,151.30050217637492,151.30050217637492,1,151.30050217637492,500,875
2024-06-23T18:08:28.283205Z,56,92,43,448,2024-06-23 18:08:26.167778,6,252.34937166617266,252.34937166617266,1,252.34937166617266,250,700
2024-06-23T18:09:06.191144Z,79,78,17,360,2024-06-23 18:09:06.186903,1,201.99206687567545,201.99206687567545,2,201.99206687567545,250,300
2024-06-23T18:09:06.638735Z,7,80,72,300,2024-06-23 18:09:06.186932,2,177.4170671592952,177.4170671592952,2,177.4170671592952,500,125
2024-06-23T18:09:07.078212Z,83,9,13,276,2024-06-23 18:09:06.186939,3,151.7524225388903,151.7524225388903,2,151.7524225388903,750,300
2024-06-23T18:09:07.512711Z,38,51,17,563,2024-06-23 18:09:06.186946,4,329.6687590120163,329.6687590120163,2,329.6687590120163,750,700
2024-06-23T18:09:07.940363Z,59,9,36,250,2024-06-23 18:09:06.186952,5,151.30050217637492,151.30050217637492,2,151.30050217637492,500,875
2024-06-23T18:09:08.361127Z,50,100,52,448,2024-06-23 18:09:06.186959,6,252.34937166617266,252.34937166617266,2,252.34937166617266,250,700
2024-06-23T18:09:46.161854Z,37,9,5,360,2024-06-23 18:09:46.156745,1,201.99206687567545,201.99206687567545,3,201.99206687567545,250,300
2024-06-23T18:09:46.582594Z,76,38,24,300,2024-06-23 18:09:46.156785,2,177.4170671592952,177.4170671592952,3,177.4170671592952,500,125
2024-06-23T18:09:47.010814Z,85,27,1,276,2024-06-23 18:09:46.156793,3,151.7524225388903,151.7524225388903,3,151.7524225388903,750,300
2024-06-23T18:09:47.430087Z,81,54,13,563,2024-06-23 18:09:46.156804,4,329.6687590120163,329.6687590120163,3,329.6687590120163,750,700
2024-06-23T18:09:47.848956Z,92,43,30,250,2024-06-23 18:09:46.156816,5,151.30050217637492,151.30050217637492,3,151.30050217637492,500,875
2024-06-23T18:09:48.268248Z,65,10,10,448,2024-06-23 18:09:46.156828,6,252.34937166617266,252.34937166617266,3,252.34937166617266,250,700
2024-06-23T18:10:25.983216Z,15,52,97,360,2024-06-23 18:10:25.979153,1,201.99206687567545,201.99206687567545,4,201.99206687567545,250,300
