time,DRB.UEThpDl,RF.serving.RSRP,RF.serving.RSRQ,RF.serving.RSSINR,RRU.PrbUsedDl,Viavi.UE.anomalies,measTimeStampRf,nbCellIdentity_0,nbCellIdentity_1,nbCellIdentity_2,nbCellIdentity_3,nrCellIdentity,rsrp_nb0,rsrp_nb1,rsrp_nb2,rsrp_nb3,rsrp_nb4,rsrq_nb0,rsrq_nb1,rsrq_nb2,rsrq_nb3,rsrq_nb4,rssinr_nb0,rssinr_nb1,rssinr_nb2,rssinr_nb3,rssinr_nb4,step,targetTput,ue-id,x,y
2024-06-22T18:31:49.948198Z,25.25597197152929,-71.57120473708093,-40.0,573568233.5141075,19.733077382995326,1,2024-06-22 18:31:49.934184,,,,,4,19.26045767286271,43.987416334830144,89.95852714579416,45.488765113591015,42.89233603514271,-40.0,-40.0,-40.0,-40.0,-40.0,66.17908840995037,2.1972345069257933,78.67106288841724,43.16931847963236,84.1613786293382,0,21.82921969370697,UE0,835.9194929883791,991.2348835900135
2024-06-22T18:31:50.732917Z,25.1281339788277,-56.08011081770786,-40.0,20309277902.29125,46.39779959938277,0,2024-06-22 18:31:49.934270,2,4,,,3,-74.50913678593854,-71.69746860995978,70.98083605586505,23.59111937223258,87.52775903387253,-40.0,-40.0,-40.0,-40.0,-40.0,291602931.388338,557132768.8473909,43.39674994971513,99.99188680655942,25.80366841859725,0,68.4267081929887,UE1,701.5279141135184,397.67736995499257
2024-06-22T18:31:51.466479Z,25.27279979683073,-72.83970890804098,-40.0,428286784.0575593,7.947281792806245,0,2024-06-22 18:31:49.934351,,,,,6,27.450663615889155,66.64531978671947,68.94162071362707,78.5600586214112,14.699643111814344,-40.0,-40.0,-40.0,-40.0,-40.0,72.70504008864697,36.24349204023146,24.97588413752189,41.18690230877812,61.807504630738485,0,21.948708688815458,UE2,62.52809264225889,979.0969986523199
2024-06-22T18:31:52.205887Z,25.490677169579705,-64.79458375772438,-40.0,2730531482.9842606,27.539995739867116,1,2024-06-22 18:31:49.934411,3,,,,2,-64.23701541846675,56.00469349557518,53.19878051999055,15.21439505666873,36.84391815133806,-40.0,-40.0,-40.0,-40.0,-40.0,3104588341.2564254,66.02014324296452,38.37296896297904,97.69701057779226,69.02561154786974,0,3.0431611328878265,UE3,677.9860115351707,124.05496136338043
2024-06-22T18:31:52.944621Z,25.6145048919752,-52.85623711355211,-40.0,42665992504.34151,7.532538470790725,1,2024-06-22 18:31:49.934462,3,,,,4,-72.91206129220576,29.405757138496153,73.02369270389046,89.77181105922237,45.6931194893523,-40.0,-40.0,-40.0,-40.0,-40.0,421210738.6400522,50.96395914252211,34.834115939252506,54.48837545586053,96.47196011058986,0,79.24926167368578,UE4,803.0095419688408,633.6362818558591
2024-06-22T18:31:53.673429Z,25.363039800505152,-62.31890908376559,-40.0,4828526905.306157,19.609283475592736,0,2024-06-22 18:31:49.934512,,,,,3,15.080502279570595,92.99227030067377,65.25029286281054,80.28409772296978,54.784576434567235,-40.0,-40.0,-40.0,-40.0,-40.0,13.924451859682252,71.76151488328135,73.85397816826827,43.084821698893656,11.917184420075415,0,8.340125644082308,UE5,900.9080584889001,228.1208844589706
2024-06-22T18:31:54.404611Z,25.32885586920587,-60.17193865553183,-40.0,7916107778.429356,77.240510416903,1,2024-06-22 18:31:49.934557,2,,,,3,-63.26790609997258,49.373711170881684,5.758208931655856,55.78436515700681,83.49467948846937,-40.0,-40.0,-40.0,-40.0,-40.0,3880743637.0915995,21.64936036959479,43.051916486475534,87.1404425826239,90.50201340237881,0,69.47066914137592,UE6,631.8619553349399,216.6959862518312
2024-06-22T18:31:55.152330Z,25.55429856495393,-60.29513113537388,-40.0,7694713434.728381,75.80279113957681,0,2024-06-22 18:31:49.934605,1,,,,2,-73.49181176446449,75.91335272277993,35.48260990302405,6.323839948754383,34.42740824558194,-40.0,-40.0,-40.0,-40.0,-40.0,368573738.38385534,92.33331027005468,70.17150510374853,64.25860143450737,57.901281071794635,0,6.404283195259681,UE7,436.461771170497,10.192160346381407
2024-06-22T18:31:55.878407Z,25.503016665742212,-58.110192210656805,-40.0,12725836612.587004,1.1957314116035453,1,2024-06-22 18:31:49.934654,4,6,,,5,-74.6423666412461,-64.54400208737027,10.349092786587367,65.34934671853549,81.21345225783129,-40.0,-40.0,-40.0,-40.0,-40.0,282793159.4211869,2892713053.3378353,41.83534280223403,97.24683880279542,19.42511389442597,0,29.72525930473081,UE8,399.4873288575271,823.7364654744092
2024-06-22T18:31:56.605024Z,25.058435512871693,-38.45208012771957,-40.0,1176244352625.578,13.960089574260405,1,2024-06-22 18:31:49.934707,2,6,,,1,-73.81803773220028,-74.89048599814754,37.41640063140748,96.24634806244858,46.66260100017159,-40.0,-40.0,-40.0,-40.0,-40.0,341902117.7703053,267089591.74700162,9.775604794281882,72.3904100686087,91.35972890903322,0,32.69260370175898,UE9,237.8798339994432,315.40701180732816
2024-06-22T18:31:57.343223Z,25.4548178663583,-64.58158274988337,-40.0,2867789624.0501285,45.95614377655227,0,2024-06-22 18:31:49.934761,,,,,4,3.5482113929857038,3.866844104741112,17.020539627405757,22.323634763383478,34.47131470636773,-40.0,-40.0,-40.0,-40.0,-40.0,25.47709591449999,36.90503328453022,67.02806176714962,27.091964339499075,32.40275266746948,0,50.29185266765353,UE10,940.0723769122063,718.4593762222128
2024-06-22T18:31:58.085422Z,25.123525790256398,-66.06066436285604,-40.0,2040042089.7425413,89.06021182048471,1,2024-06-22 18:31:49.934806,4,,,,3,-73.10758945876181,30.842383042461268,7.889060380819045,66.37540815146424,35.09093888613606,-40.0,-40.0,-40.0,-40.0,-40.0,402667536.95014006,59.659254540571055,43.39730207277413,1.7070278002419998,26.27081646054017,0,72.8836088176267,UE11,930.3525908411357,416.5034304861187
2024-06-22T18:31:58.814292Z,25.305728443855845,-71.21959248031736,-40.0,52.763456352751085,62.597949350277084,0,2024-06-22 18:31:49.934855,1,2,4,6,3,-71.31932439239135,-74.62039455064858,-73.44715235918683,-73.03220771715374,85.77785910689752,-40.0,-40.0,-40.0,-40.0,-40.0,98.86681478506797,284227509.0899045,27.229185679551883,13.970802051517033,3.159600206574234,0,99.25075617260941,UE12,497.8829107692408,466.5534313777481
2024-06-22T18:31:59.565357Z,25.23333859653975,-61.148152733694474,-40.0,6322521148.511898,99.80396850947528,1,2024-06-22 18:31:49.934927,3,,,,2,-65.86539106146903,58.29263460270323,82.041980062703,20.53353816975802,12.086795864666623,-40.0,-40.0,-40.0,-40.0,-40.0,2133862630.8898277,48.10548146256246,38.513186097622324,78.01302143099586,72.35464877837839,0,11.244542542706728,UE13,638.9886284669875,119.46364776179102
2024-06-22T18:32:00.303993Z,25.40634381581607,-68.65183745625298,-40.0,1123367404.9449456,26.84454435717853,1,2024-06-22 18:31:49.935031,6,,,,1,-73.14933407923701,41.12470855381897,60.8097715776006,77.58991766449704,43.855710205581275,-40.0,-40.0,-40.0,-40.0,-40.0,398815616.8969266,3.3082749833865903,78.76877354189354,88.14048597218867,15.225501197969834,0,25.478434375612732,UE14,36.75154065785624,431.1685034233693
2024-06-22T18:32:01.030649Z,25.341283943050065,-62.92190647336834,-40.0,4202569620.261504,43.24647723526286,1,2024-06-22 18:31:49.935081,1,,,,6,-71.84180841722099,53.63050617265764,64.61507670941609,2.813719956207542,26.108639435080274,-40.0,-40.0,-40.0,-40.0,-40.0,538920522.731809,41.97590966242119,89.86512825744579,12.073521306500984,83.80762275188275,0,60.990678913882775,UE15,122.4339822338544,581.5622893027391
