time,availPrbDl,availPrbUl,measPeriodPdcpBytes,measPeriodPrb,measTimeStampRf,nrCellIdentity,pdcpBytesDl,pdcpBytesUl,step,throughput,x,y
2024-06-22T15:33:23.009303Z,46,93,7,477,2024-06-22 15:33:23.004028,1,278.5348076957104,278.5348076957104,0,278.5348076957104,250,300
2024-06-22T15:33:23.439290Z,26,89,14,305,2024-06-22 15:33:23.004059,2,177.2175175750227,177.2175175750227,0,177.2175175750227,500,125
2024-06-22T15:33:23.862645Z,35,40,31,613,2024-06-22 15:33:23.004220,3,364.1142991102376,364.1142991102376,0,364.1142991102376,750,300
2024-06-22T15:33:24.283773Z,84,29,39,350,2024-06-22 15:33:23.004230,4,202.75853153855763,202.75853153855763,0,202.75853153855763,750,700
2024-06-22T15:33:24.704370Z,82,32,10,89,2024-06-22 15:33:23.004237,5,50.74299634461735,50.74299634461735,0,50.74299634461735,500,875
2024-06-22T15:33:25.126115Z,85,50,55,374,2024-06-22 15:33:23.004245,6,202.59980893961327,202.59980893961327,0,202.59980893961327,250,700
2024-06-22T15:34:03.047885Z,21,69,17,477,2024-06-22 15:34:03.038418,1,278.5348076957104,278.5348076957104,1,278.5348076957104,250,300
2024-06-22T15:34:03.485559Z,2,69,31,305,2024-06-22 15:34:03.038449,2,177.2175175750227,177.2175175750227,1,177.2175175750227,500,125
2024-06-22T15:34:03.908777Z,69,30,67,613,2024-06-22 15:34:03.038607,3,374.1142991102376,374.1142991102376,1,374.1142991102376,750,300
2024-06-22T15:34:04.333029Z,59,71,12,350,2024-06-22 15:34:03.038619,4,202.75853153855763,202.75853153855763,1,202.75853153855763,750,700
2024-06-22T15:34:04.770712Z,6,89,59,89,2024-06-22 15:34:03.038626,5,50.74299634461735,50.74299634461735,1,50.74299634461735,500,875
2024-06-22T15:34:05.197600Z,13,65,14,374,2024-06-22 15:34:03.038632,6,202.59980893961327,202.59980893961327,1,202.59980893961327,250,700
2024-06-22T15:34:43.095774Z,30,13,40,477,2024-06-22 15:34:43.090893,1,278.5348076957104,278.5348076957104,2,278.5348076957104,250,300
2024-06-22T15:34:43.519401Z,70,54,82,305,2024-06-22 15:34:43.090923,2,177.2175175750227,177.2175175750227,2,177.2175175750227,500,125
2024-06-22T15:34:43.944791Z,15,3,58,613,2024-06-22 15:34:43.091111,3,384.1142991102376,384.1142991102376,2,384.1142991102376,750,300
2024-06-22T15:34:44.366098Z,8,6,62,350,2024-06-22 15:34:43.091133,4,202.75853153855763,202.75853153855763,2,202.75853153855763,750,700
2024-06-22T15:34:44.787713Z,84,14,43,89,2024-06-22 15:34:43.091146,5,50.74299634461735,50.74299634461735,2,50.74299634461735,500,875
2024-06-22T15:34:45.207105Z,71,22,66,374,2024-06-22 15:34:43.091159,6,202.59980893961327,202.59980893961327,2,202.59980893961327,250,700
2024-06-22T15:35:23.075345Z,84,69,98,477,2024-06-22 15:35:23.070782,1,278.5348076957104,278.5348076957104,3,278.5348076957104,250,300
2024-06-22T15:35:23.495697Z,17,53,74,305,2024-06-22 15:35:23.070810,2,177.2175175750227,177.2175175750227,3,177.2175175750227,500,125
2024-06-22T15:35:23.915925Z,72,25,8,613,2024-06-22 15:35:23.071023,3,394.1142991102376,394.1142991102376,3,394.1142991102376,750,300
2024-06-22T15:35:24.336748Z,49,9,4,350,2024-06-22 15:35:23.071040,4,202.75853153855763,202.75853153855763,3,202.75853153855763,750,700
2024-06-22T15:35:24.769366Z,82,48,93,89,2024-06-22 15:35:23.071048,5,50.74299634461735,50.74299634461735,3,50.74299634461735,500,875
2024-06-22T15:35:25.189432Z,89,59,20,374,2024-06-22 15:35:23.071055,6,202.59980893961327,202.59980893961327,3,202.59980893961327,250,700
2024-06-22T15:36:03.044297Z,33,64,47,477,2024-06-22 15:36:03.040126,1,278.5348076957104,278.5348076957104,4,278.5348076957104,250,300
2024-06-22T15:36:03.463845Z,21,17,69,305,2024-06-22 15:36:03.040157,2,177.2175175750227,177.2175175750227,4,177.2175175750227,500,125
2024-06-22T15:36:03.895913Z,71,7,38,613,2024-06-22 15:36:03.040310,3,404.1142991102376,404.1142991102376,4,404.1142991102376,750,300
2024-06-22T15:36:04.317808Z,11,7,94,350,2024-06-22 15:36:03.040320,4,202.75853153855763,202.75853153855763,4,202.75853153855763,750,700
2024-06-22T15:36:04.739298Z,95,93,38,89,2024-06-22 15:36:03.040328,5,50.74299634461735,50.74299634461735,4,50.74299634461735,500,875
2024-06-22T15:36:05.158425Z,21,99,82,374,2024-06-22 15:36:03.040335,6,202.59980893961327,202.59980893961327,4,202.59980893961327,250,700
2024-06-22T15:36:43.066933Z,84,19,31,477,2024-06-22 15:36:43.062818,1,278.5348076957104,278.5348076957104,5,278.5348076957104,250,300
2024-06-22T15:36:43.486595Z,80,74,61,305,2024-06-22 15:36:43.062850,2,177.2175175750227,177.2175175750227,5,177.2175175750227,500,125
2024-06-22T15:36:43.906895Z,30,80,8,613,2024-06-22 15:36:43.063135,3,414.1142991102376,414.1142991102376,5,414.1142991102376,750,300
2024-06-22T15:36:44.329343Z,92,31,29,350,2024-06-22 15:36:43.063152,4,202.75853153855763,202.75853153855763,5,202.75853153855763,750,700
2024-06-22T15:36:44.756841Z,25,81,33,89,2024-06-22 15:36:43.063159,5,50.74299634461735,50.74299634461735,5,50.74299634461735,500,875
2024-06-22T15:36:45.185635Z,45,80,66,374,2024-06-22 15:36:43.063167,6,202.59980893961327,202.59980893961327,5,202.59980893961327,250,700
2024-06-22T15:37:23.038500Z,19,17,10,477,2024-06-22 15:37:23.032923,1,278.5348076957104,278.5348076957104,6,278.5348076957104,250,300
2024-06-22T15:37:23.471889Z,54,92,94,305,2024-06-22 15:37:23.032953,2,177.2175175750227,177.2175175750227,6,177.2175175750227,500,125
2024-06-22T15:37:23.893139Z,78,93,49,613,2024-06-22 15:37:23.033408,3,424.1142991102376,424.1142991102376,6,424.1142991102376,750,300
2024-06-22T15:37:24.313561Z,68,64,66,350,2024-06-22 15:37:23.033433,4,202.75853153855763,202.75853153855763,6,202.75853153855763,750,700
2024-06-22T15:37:24.735592Z,93,2,92,89,2024-06-22 15:37:23.033445,5,50.74299634461735,50.74299634461735,6,50.74299634461735,500,875
2024-06-22T15:37:25.158127Z,99,67,21,374,2024-06-22 15:37:23.033456,6,202.59980893961327,202.59980893961327,6,202.59980893961327,250,700
2024-06-22T15:38:02.925285Z,44,60,12,477,2024-06-22 15:38:02.920587,1,278.5348076957104,278.5348076957104,7,278.5348076957104,250,300
2024-06-22T15:38:03.348522Z,58,58,82,305,2024-06-22 15:38:02.920618,2,177.2175175750227,177.2175175750227,7,177.2175175750227,500,125
2024-06-22T15:38:03.768464Z,52,84,76,613,2024-06-22 15:38:02.920771,3,434.1142991102376,434.1142991102376,7,434.1142991102376,750,300
2024-06-22T15:38:04.190683Z,84,46,53,350,2024-06-22 15:38:02.920781,4,202.75853153855763,202.75853153855763,7,202.75853153855763,750,700
2024-06-22T15:38:04.611327Z,63,3,63,89,2024-06-22 15:38:02.920788,5,50.74299634461735,50.74299634461735,7,50.74299634461735,500,875
2024-06-22T15:38:05.038647Z,37,7,74,374,2024-06-22 15:38:02.920795,6,202.59980893961327,202.59980893961327,7,202.59980893961327,250,700
2024-06-22T15:38:42.646087Z,99,84,60,477,2024-06-22 15:38:42.641774,1,278.5348076957104,278.5348076957104,8,278.5348076957104,250,300
2024-06-22T15:38:43.066314Z,6,26,42,305,2024-06-22 15:38:42.641804,2,177.2175175750227,177.2175175750227,8,177.2175175750227,500,125
2024-06-22T15:38:43.486367Z,75,84,30,613,2024-06-22 15:38:42.641963,3,444.1142991102376,444.1142991102376,8,444.1142991102376,750,300
2024-06-22T15:38:43.907781Z,49,23,70,350,2024-06-22 15:38:42.641973,4,202.75853153855763,202.75853153855763,8,202.75853153855763,750,700
2024-06-22T15:38:44.327708Z,55,64,100,89,2024-06-22 15:38:42.641980,5,50.74299634461735,50.74299634461735,8,50.74299634461735,500,875
