time,availPrbDl,availPrbUl,measPeriodPdcpBytes,measPeriodPrb,measTimeStampRf,nrCellIdentity,pdcpBytesDl,pdcpBytesUl,step,throughput,x,y
2024-05-29T10:58:46.499845Z,76,3,59,631,2024-05-29 10:58:46.490750,1,353.87640679486447,353.87640679486447,0,353.87640679486447,250,300
2024-05-29T10:58:46.936385Z,33,24,30,170,2024-05-29 10:58:46.490791,2,101.3665900119145,101.3665900119145,0,101.3665900119145,500,125
2024-05-29T10:58:47.369880Z,31,5,13,430,2024-05-29 10:58:46.490799,3,253.20009149333967,253.20009149333967,0,253.20009149333967,750,300
2024-05-29T10:58:47.796987Z,93,47,54,436,2024-05-29 10:58:46.490806,4,253.93808442724372,253.93808442724372,0,253.93808442724372,750,700
2024-05-29T10:58:48.224584Z,2,88,48,39,2024-05-29 10:58:46.490983,5,35.395446166447165,35.395446166447165,0,35.395446166447165,500,875
2024-05-29T10:58:48.658359Z,88,24,5,491,2024-05-29 10:58:46.491001,6,277.9314960841743,277.9314960841743,0,277.9314960841743,250,700
2024-05-29T10:59:27.509514Z,1,50,33,631,2024-05-29 10:59:27.503469,1,353.87640679486447,353.87640679486447,1,353.87640679486447,250,300
2024-05-29T10:59:27.946171Z,57,81,19,170,2024-05-29 10:59:27.503514,2,101.3665900119145,101.3665900119145,1,101.3665900119145,500,125
2024-05-29T10:59:28.372824Z,51,52,45,430,2024-05-29 10:59:27.503528,3,253.20009149333967,253.20009149333967,1,253.20009149333967,750,300
2024-05-29T10:59:28.798777Z,68,72,70,436,2024-05-29 10:59:27.503539,4,253.93808442724372,253.93808442724372,1,253.93808442724372,750,700
2024-05-29T10:59:29.247126Z,85,67,21,39,2024-05-29 10:59:27.503758,5,45.395446166447165,45.395446166447165,1,45.395446166447165,500,875
2024-05-29T10:59:29.668858Z,52,7,7,491,2024-05-29 10:59:27.503774,6,277.9314960841743,277.9314960841743,1,277.9314960841743,250,700
2024-05-29T11:00:08.352992Z,76,99,81,631,2024-05-29 11:00:08.346028,1,353.87640679486447,353.87640679486447,2,353.87640679486447,250,300
2024-05-29T11:00:08.796913Z,22,67,48,170,2024-05-29 11:00:08.346065,2,101.3665900119145,101.3665900119145,2,101.3665900119145,500,125
2024-05-29T11:00:09.233396Z,57,72,12,430,2024-05-29 11:00:08.346075,3,253.20009149333967,253.20009149333967,2,253.20009149333967,750,300
2024-05-29T11:00:09.664640Z,7,91,61,436,2024-05-29 11:00:08.346082,4,253.93808442724372,253.93808442724372,2,253.93808442724372,750,700
2024-05-29T11:00:10.093859Z,17,15,33,39,2024-05-29 11:00:08.346252,5,55.395446166447165,55.395446166447165,2,55.395446166447165,500,875
2024-05-29T11:00:10.522701Z,15,93,7,491,2024-05-29 11:00:08.346263,6,277.9314960841743,277.9314960841743,2,277.9314960841743,250,700
